"subnum","block","trial","cue","flank","location","direction","rt","error"
"5",6,24,"Spatial","Incongruent","down","left",404.250979955946,0
"5",6,25,"None","Neutral","up","right",433.649347090066,0
"5",6,26,"Center","Neutral","up","right",434.438730627649,0
"5",6,27,"Double","Neutral","up","right",439.628436923287,0
"5",6,28,"Spatial","Neutral","up","right",404.125564704953,0
"5",6,29,"None","Congruent","up","right",478.952805914733,1
"5",6,30,"Center","Congruent","up","right",396.473489171455,0
"5",6,31,"Double","Congruent","up","right",468.981785886675,0
"5",6,32,"Spatial","Congruent","up","right",442.144951552568,0
"5",6,33,"None","Incongruent","up","right",566.428818631007,0
"5",6,34,"Center","Incongruent","up","right",439.016567813171,0
"5",6,35,"Double","Incongruent","up","right",392.997628422435,0
"5",6,36,"Spatial","Incongruent","up","right",419.647489135456,0
"5",6,37,"None","Neutral","down","right",402.238187406038,0
"5",6,38,"Center","Neutral","down","right",393.749544492568,0
"5",6,39,"Double","Neutral","down","right",347.474329745703,1
"5",6,40,"Spatial","Neutral","down","right",386.062994654674,0
"5",6,41,"None","Congruent","down","right",539.472799618622,1
"5",6,42,"Center","Congruent","down","right",428.199739504124,0
"5",6,43,"Double","Congruent","down","right",412.090923813633,1
"5",6,44,"Spatial","Congruent","down","right",341.867828247973,0
"5",6,45,"None","Incongruent","down","right",609.041684311736,1
"5",6,46,"Center","Incongruent","down","right",446.020739824627,0
"5",6,47,"Double","Incongruent","down","right",513.814751441181,0
"5",6,48,"Spatial","Incongruent","down","right",488.765833839536,0
"6",1,1,"None","Neutral","up","left",438.018848920397,0
"6",1,2,"Center","Neutral","up","left",217.338996354853,0
"6",1,3,"Double","Neutral","up","left",358.503475634315,0
"6",1,4,"Spatial","Neutral","up","left",362.85449128313,0
"6",1,5,"None","Congruent","up","left",364.794812128281,0
"6",1,6,"Center","Congruent","up","left",315.441328057739,0
"6",1,7,"Double","Congruent","up","left",420.318986583436,0
"6",1,8,"Spatial","Congruent","up","left",200.201925239439,0
"6",1,9,"None","Incongruent","up","left",511.678028566015,0
"6",1,10,"Center","Incongruent","up","left",436.548203067542,0
"6",1,11,"Double","Incongruent","up","left",412.072747249143,0
"6",1,12,"Spatial","Incongruent","up","left",413.167289653529,0
"6",1,13,"None","Neutral","down","left",432.72384195325,0
"6",1,14,"Center","Neutral","down","left",392.350466171832,0
"6",1,15,"Double","Neutral","down","left",381.201777395288,0
"6",1,16,"Spatial","Neutral","down","left",313.23716501962,0
"6",1,17,"None","Congruent","down","left",442.924129569298,0
"6",1,18,"Center","Congruent","down","left",449.385443397878,1
"6",1,19,"Double","Congruent","down","left",408.358522314984,0
"6",1,20,"Spatial","Congruent","down","left",414.852472604034,0
"6",1,21,"None","Incongruent","down","left",486.255979827815,0
"6",1,22,"Center","Incongruent","down","left",479.153792168537,0
"6",1,23,"Double","Incongruent","down","left",470.167926314091,0
"6",1,24,"Spatial","Incongruent","down","left",372.837615901237,0
"6",1,25,"None","Neutral","up","right",389.156120727307,0
"6",1,26,"Center","Neutral","up","right",473.514184053098,0
"6",1,27,"Double","Neutral","up","right",333.637347797687,0
"6",1,28,"Spatial","Neutral","up","right",387.535634679214,0
"6",1,29,"None","Congruent","up","right",416.691382446965,1
"6",1,30,"Center","Congruent","up","right",325.04589091517,0
"6",1,31,"Double","Congruent","up","right",298.28912284632,0
"6",1,32,"Spatial","Congruent","up","right",279.684507018304,0
"6",1,33,"None","Incongruent","up","right",402.498736357034,0
"6",1,34,"Center","Incongruent","up","right",405.797998518409,0
"6",1,35,"Double","Incongruent","up","right",493.67029926008,0
"6",1,36,"Spatial","Incongruent","up","right",380.951434208226,0
"6",1,37,"None","Neutral","down","right",516.838369075602,0
"6",1,38,"Center","Neutral","down","right",371.366234092339,0
"6",1,39,"Double","Neutral","down","right",328.100373412547,0
"6",1,40,"Spatial","Neutral","down","right",325.770317010347,0
"6",1,41,"None","Congruent","down","right",400.549094916652,0
"6",1,42,"Center","Congruent","down","right",357.803428698554,1
"6",1,43,"Double","Congruent","down","right",377.999828673461,0
"6",1,44,"Spatial","Congruent","down","right",344.111647443261,0
"6",1,45,"None","Incongruent","down","right",537.919876184359,0
"6",1,46,"Center","Incongruent","down","right",476.983149545167,0
"6",1,47,"Double","Incongruent","down","right",483.832382326624,0
"6",1,48,"Spatial","Incongruent","down","right",416.608583233722,1
"6",2,1,"None","Neutral","up","left",389.656735010463,0
"6",2,2,"Center","Neutral","up","left",402.46750428933,0
"6",2,3,"Double","Neutral","up","left",395.632072841658,0
"6",2,4,"Spatial","Neutral","up","left",319.819297544401,0
"6",2,5,"None","Congruent","up","left",410.595586126129,0
"6",2,6,"Center","Congruent","up","left",434.759387392015,0
"6",2,7,"Double","Congruent","up","left",442.024002152657,0
"6",2,8,"Spatial","Congruent","up","left",345.720277333782,0
"6",2,9,"None","Incongruent","up","left",480.386768985919,0
"6",2,10,"Center","Incongruent","up","left",532.617892159877,0
"6",2,11,"Double","Incongruent","up","left",382.81511956127,0
"6",2,12,"Spatial","Incongruent","up","left",364.403706461022,0
"6",2,13,"None","Neutral","down","left",472.502173594697,0
"6",2,14,"Center","Neutral","down","left",333.734350245037,0
"6",2,15,"Double","Neutral","down","left",419.67906072206,0
"6",2,16,"Spatial","Neutral","down","left",292.949513109406,0
"6",2,17,"None","Congruent","down","left",456.947604705078,0
"6",2,18,"Center","Congruent","down","left",370.901280094733,0
"6",2,19,"Double","Congruent","down","left",419.588379748256,0
"6",2,20,"Spatial","Congruent","down","left",406.460410261746,0
"6",2,21,"None","Incongruent","down","left",494.826693739676,0
"6",2,22,"Center","Incongruent","down","left",480.753230536116,0
"6",2,23,"Double","Incongruent","down","left",355.01138023319,0
"6",2,24,"Spatial","Incongruent","down","left",396.86474291785,0
"6",2,25,"None","Neutral","up","right",369.492906156079,0
"6",2,26,"Center","Neutral","up","right",390.223862627544,0
"6",2,27,"Double","Neutral","up","right",374.300294774404,0
"6",2,28,"Spatial","Neutral","up","right",328.239958009056,0
"6",2,29,"None","Congruent","up","right",420.584067288102,0
"6",2,30,"Center","Congruent","up","right",427.564153442025,0
"6",2,31,"Double","Congruent","up","right",367.299260701325,0
"6",2,32,"Spatial","Congruent","up","right",432.712225237593,0
"6",2,33,"None","Incongruent","up","right",404.791632280526,0
"6",2,34,"Center","Incongruent","up","right",467.964985095023,0
"6",2,35,"Double","Incongruent","up","right",550.726747310485,0
"6",2,36,"Spatial","Incongruent","up","right",353.212550657842,0
"6",2,37,"None","Neutral","down","right",390.187200710783,0
"6",2,38,"Center","Neutral","down","right",360.121527492462,0
"6",2,39,"Double","Neutral","down","right",379.586202077279,1
"6",2,40,"Spatial","Neutral","down","right",328.065296293236,0
"6",2,41,"None","Congruent","down","right",406.901881815031,0
"6",2,42,"Center","Congruent","down","right",476.31703036748,0
"6",2,43,"Double","Congruent","down","right",381.102740741131,0
"6",2,44,"Spatial","Congruent","down","right",394.602528825314,0
"6",2,45,"None","Incongruent","down","right",351.387126227629,0
"6",2,46,"Center","Incongruent","down","right",506.424452548264,0
"6",2,47,"Double","Incongruent","down","right",510.600006450682,1
"6",2,48,"Spatial","Incongruent","down","right",385.869601346748,0
"6",3,1,"None","Neutral","up","left",418.757050167309,0
"6",3,2,"Center","Neutral","up","left",463.388265543968,1
"6",3,3,"Double","Neutral","up","left",377.06092661583,0
"6",3,4,"Spatial","Neutral","up","left",391.908742277569,1
"6",3,5,"None","Congruent","up","left",459.382146667112,0
"6",3,6,"Center","Congruent","up","left",372.085021142718,1
"6",3,7,"Double","Congruent","up","left",360.395729255421,0
"6",3,8,"Spatial","Congruent","up","left",269.005051833039,0
"6",3,9,"None","Incongruent","up","left",393.084098739576,0
"6",3,10,"Center","Incongruent","up","left",448.87499475487,1
"6",3,11,"Double","Incongruent","up","left",458.488547681247,0
"6",3,12,"Spatial","Incongruent","up","left",384.851530048448,0
"6",3,13,"None","Neutral","down","left",461.540369518386,0
"6",3,14,"Center","Neutral","down","left",403.728260420827,0
"6",3,15,"Double","Neutral","down","left",357.967046921178,0
"6",3,16,"Spatial","Neutral","down","left",342.480077976107,0
"6",3,17,"None","Congruent","down","left",494.763159543005,0
"6",3,18,"Center","Congruent","down","left",395.731210247915,0
"6",3,19,"Double","Congruent","down","left",415.078625185117,1
"6",3,20,"Spatial","Congruent","down","left",364.302944811623,0
"6",3,21,"None","Incongruent","down","left",586.278052832541,0
"6",3,22,"Center","Incongruent","down","left",455.12164303754,0
"6",3,23,"Double","Incongruent","down","left",395.508146253033,0
"6",3,24,"Spatial","Incongruent","down","left",386.977939550056,0
"6",3,25,"None","Neutral","up","right",441.883074598579,0
"6",3,26,"Center","Neutral","up","right",366.530136791455,0
"6",3,27,"Double","Neutral","up","right",366.522296517168,0
"6",3,28,"Spatial","Neutral","up","right",373.24344866333,0
"6",3,29,"None","Congruent","up","right",391.222454239733,0
"6",3,30,"Center","Congruent","up","right",284.036943448538,0
"6",3,31,"Double","Congruent","up","right",475.966626981669,0
"6",3,32,"Spatial","Congruent","up","right",361.760525743451,0
"6",3,33,"None","Incongruent","up","right",552.508441607742,0
"6",3,34,"Center","Incongruent","up","right",434.39425796748,0
"6",3,35,"Double","Incongruent","up","right",449.680880865227,0
"6",3,36,"Spatial","Incongruent","up","right",302.340612470672,0
"6",3,37,"None","Neutral","down","right",447.899653551324,0
"6",3,38,"Center","Neutral","down","right",403.393240566474,0
"6",3,39,"Double","Neutral","down","right",329.665558256183,0
"6",3,40,"Spatial","Neutral","down","right",313.532504223663,0
"6",3,41,"None","Congruent","down","right",497.178835842757,0
"6",3,42,"Center","Congruent","down","right",403.471702831174,0
"6",3,43,"Double","Congruent","down","right",362.344745612479,0
"6",3,44,"Spatial","Congruent","down","right",358.455185766421,0
"6",3,45,"None","Incongruent","down","right",432.664640477461,1
"6",3,46,"Center","Incongruent","down","right",508.59677128103,0
"6",3,47,"Double","Incongruent","down","right",349.563182753685,0
"6",3,48,"Spatial","Incongruent","down","right",359.7804594688,0
"6",4,1,"None","Neutral","up","left",463.834375682955,0
"6",4,2,"Center","Neutral","up","left",437.616087210851,0
"6",4,3,"Double","Neutral","up","left",288.362004121835,0
"6",4,4,"Spatial","Neutral","up","left",370.065442829303,0
"6",4,5,"None","Congruent","up","left",447.082515703725,0
"6",4,6,"Center","Congruent","up","left",378.235949546714,0
"6",4,7,"Double","Congruent","up","left",343.691749010213,0
"6",4,8,"Spatial","Congruent","up","left",297.201439512696,0
"6",4,9,"None","Incongruent","up","left",507.58889209869,0
"6",4,10,"Center","Incongruent","up","left",510.318634692307,0
"6",4,11,"Double","Incongruent","up","left",370.571105839867,0
"6",4,12,"Spatial","Incongruent","up","left",357.481293846562,1
"6",4,13,"None","Neutral","down","left",511.893705845429,0
"6",4,14,"Center","Neutral","down","left",319.633290939836,0
"6",4,15,"Double","Neutral","down","left",243.692245769862,0
"6",4,16,"Spatial","Neutral","down","left",340.873163307551,0
"6",4,17,"None","Congruent","down","left",447.209701368413,0
"6",4,18,"Center","Congruent","down","left",380.635991866606,0
"6",4,19,"Double","Congruent","down","left",331.327493340552,0
"6",4,20,"Spatial","Congruent","down","left",357.140014217061,0
"6",4,21,"None","Incongruent","down","left",491.130612285876,0
"6",4,22,"Center","Incongruent","down","left",496.07166272953,0
"6",4,23,"Double","Incongruent","down","left",460.047220110477,0
"6",4,24,"Spatial","Incongruent","down","left",444.66933763549,0
"6",4,25,"None","Neutral","up","right",446.273595313939,0
"6",4,26,"Center","Neutral","up","right",400.402551136444,0
"6",4,27,"Double","Neutral","up","right",412.992112794551,0
"6",4,28,"Spatial","Neutral","up","right",225.642323977479,0
"6",4,29,"None","Congruent","up","right",455.891913079423,0
"6",4,30,"Center","Congruent","up","right",312.638187085696,0
"6",4,31,"Double","Congruent","up","right",393.157992943416,0
"6",4,32,"Spatial","Congruent","up","right",405.737628232913,1
"6",4,33,"None","Incongruent","up","right",477.58470445461,0
"6",4,34,"Center","Incongruent","up","right",409.591776587037,0
"6",4,35,"Double","Incongruent","up","right",440.686575048021,0
"6",4,36,"Spatial","Incongruent","up","right",489.271213626042,0
"6",4,37,"None","Neutral","down","right",435.052872409334,0
"6",4,38,"Center","Neutral","down","right",387.438110582648,0
"6",4,39,"Double","Neutral","down","right",347.678266592798,0
"6",4,40,"Spatial","Neutral","down","right",313.616220636794,1
"6",4,41,"None","Congruent","down","right",423.006422025398,0
"6",4,42,"Center","Congruent","down","right",300.529429277508,0
"6",4,43,"Double","Congruent","down","right",436.705208284384,0
"6",4,44,"Spatial","Congruent","down","right",323.227257583395,0
"6",4,45,"None","Incongruent","down","right",399.949874659506,0
"6",4,46,"Center","Incongruent","down","right",449.127079863082,0
"6",4,47,"Double","Incongruent","down","right",432.951655207819,0
"6",4,48,"Spatial","Incongruent","down","right",320.400530053874,0
"6",5,1,"None","Neutral","up","left",532.48457556135,0
"6",5,2,"Center","Neutral","up","left",324.139119424456,1
"6",5,3,"Double","Neutral","up","left",307.322522759118,0
"6",5,4,"Spatial","Neutral","up","left",362.565115551546,1
"6",5,5,"None","Congruent","up","left",481.661371242525,0
"6",5,6,"Center","Congruent","up","left",370.205715244306,0
"6",5,7,"Double","Congruent","up","left",386.365519339037,0
"6",5,8,"Spatial","Congruent","up","left",284.890012500626,0
"6",5,9,"None","Incongruent","up","left",547.763868427067,0
"6",5,10,"Center","Incongruent","up","left",465.641522295625,0
"6",5,11,"Double","Incongruent","up","left",450.050285659957,0
"6",5,12,"Spatial","Incongruent","up","left",447.405770714512,0
"6",5,13,"None","Neutral","down","left",479.94804473968,0
"6",5,14,"Center","Neutral","down","left",343.374234549342,1
"6",5,15,"Double","Neutral","down","left",399.044762005539,0
"6",5,16,"Spatial","Neutral","down","left",290.527484587132,0
"6",5,17,"None","Congruent","down","left",541.477952417287,1
"6",5,18,"Center","Congruent","down","left",402.836829979444,0
"6",5,19,"Double","Congruent","down","left",373.209227820767,0
"6",5,20,"Spatial","Congruent","down","left",315.477864679012,0
"6",5,21,"None","Incongruent","down","left",488.971669440959,0
"6",5,22,"Center","Incongruent","down","left",394.939531960751,0
"6",5,23,"Double","Incongruent","down","left",448.173523567853,1
"6",5,24,"Spatial","Incongruent","down","left",439.176296654357,1
"6",5,25,"None","Neutral","up","right",404.332057690262,0
"6",5,26,"Center","Neutral","up","right",339.372393903621,0
"6",5,27,"Double","Neutral","up","right",293.534004724272,0
"6",5,28,"Spatial","Neutral","up","right",368.445285325589,0
"6",5,29,"None","Congruent","up","right",446.689165335248,0
"6",5,30,"Center","Congruent","up","right",369.433872031553,0
"6",5,31,"Double","Congruent","up","right",347.445103480038,0
"6",5,32,"Spatial","Congruent","up","right",352.918056447057,0
"6",5,33,"None","Incongruent","up","right",431.23947767945,0
"6",5,34,"Center","Incongruent","up","right",376.362292544865,0
"6",5,35,"Double","Incongruent","up","right",372.739516357707,0
"6",5,36,"Spatial","Incongruent","up","right",391.935578768941,0
"6",5,37,"None","Neutral","down","right",469.535498236532,0
"6",5,38,"Center","Neutral","down","right",415.732892316199,0
"6",5,39,"Double","Neutral","down","right",346.742324135099,0
"6",5,40,"Spatial","Neutral","down","right",410.900715171456,0
"6",5,41,"None","Congruent","down","right",372.7121609505,0
"6",5,42,"Center","Congruent","down","right",355.359108852381,0
"6",5,43,"Double","Congruent","down","right",338.347386317201,0
"6",5,44,"Spatial","Congruent","down","right",347.961604017727,1
"6",5,45,"None","Incongruent","down","right",412.440352039026,0
"6",5,46,"Center","Incongruent","down","right",509.241543352622,0
"6",5,47,"Double","Incongruent","down","right",505.351580051038,0
"6",5,48,"Spatial","Incongruent","down","right",458.882466326525,0
"6",6,1,"None","Neutral","up","left",425.90041279784,0
"6",6,2,"Center","Neutral","up","left",437.813171129895,0
"6",6,3,"Double","Neutral","up","left",399.339816837626,0
"6",6,4,"Spatial","Neutral","up","left",387.942433139753,0
"6",6,5,"None","Congruent","up","left",438.889618559439,0
"6",6,6,"Center","Congruent","up","left",394.612544051703,0
"6",6,7,"Double","Congruent","up","left",269.332965767332,0
"6",6,8,"Spatial","Congruent","up","left",313.097604458945,0
"6",6,9,"None","Incongruent","up","left",550.701279237658,1
"6",6,10,"Center","Incongruent","up","left",455.063482073693,0
"6",6,11,"Double","Incongruent","up","left",384.064631422596,0
"6",6,12,"Spatial","Incongruent","up","left",362.081160360442,1
"6",6,13,"None","Neutral","down","left",402.210125769701,0
"6",6,14,"Center","Neutral","down","left",486.093795582164,0
"6",6,15,"Double","Neutral","down","left",366.020500621952,0
"6",6,16,"Spatial","Neutral","down","left",307.763229587863,0
"6",6,17,"None","Congruent","down","left",325.370811412173,0
"6",6,18,"Center","Congruent","down","left",284.906458115057,0
"6",6,19,"Double","Congruent","down","left",436.11251381608,0
"6",6,20,"Spatial","Congruent","down","left",297.438977930992,0
"6",6,21,"None","Incongruent","down","left",581.060144147879,0
"6",6,22,"Center","Incongruent","down","left",433.544859901774,1
"6",6,23,"Double","Incongruent","down","left",328.679523627995,1
"6",6,24,"Spatial","Incongruent","down","left",519.649899976825,0
"6",6,25,"None","Neutral","up","right",375.876001180154,0
"6",6,26,"Center","Neutral","up","right",354.681951631997,1
"6",6,27,"Double","Neutral","up","right",379.795947841652,0
"6",6,28,"Spatial","Neutral","up","right",333.991737102922,1
"6",6,29,"None","Congruent","up","right",354.066618516272,0
"6",6,30,"Center","Congruent","up","right",304.470746857853,0
"6",6,31,"Double","Congruent","up","right",444.780246411515,0
"6",6,32,"Spatial","Congruent","up","right",304.578902796002,0
"6",6,33,"None","Incongruent","up","right",541.3969176555,0
"6",6,34,"Center","Incongruent","up","right",535.387791860679,0
"6",6,35,"Double","Incongruent","up","right",406.041672156421,0
"6",6,36,"Spatial","Incongruent","up","right",374.655046566401,0
"6",6,37,"None","Neutral","down","right",330.354874474232,0
"6",6,38,"Center","Neutral","down","right",474.993826645546,0
"6",6,39,"Double","Neutral","down","right",337.189653206367,0
"6",6,40,"Spatial","Neutral","down","right",321.102211013789,1
"6",6,41,"None","Congruent","down","right",361.802259925713,0
"6",6,42,"Center","Congruent","down","right",417.097907965381,0
"6",6,43,"Double","Congruent","down","right",455.548799800691,0
"6",6,44,"Spatial","Congruent","down","right",351.369372344767,0
"6",6,45,"None","Incongruent","down","right",479.974216304132,0
"6",6,46,"Center","Incongruent","down","right",366.520980017847,0
"6",6,47,"Double","Incongruent","down","right",519.535054865105,0
"6",6,48,"Spatial","Incongruent","down","right",444.57437165992,0
"7",1,1,"None","Neutral","up","left",427.95112616676,0
"7",1,2,"Center","Neutral","up","left",440.217242633921,0
"7",1,3,"Double","Neutral","up","left",439.925748178517,0
"7",1,4,"Spatial","Neutral","up","left",316.889148962004,0
"7",1,5,"None","Congruent","up","left",368.711312608891,0
"7",1,6,"Center","Congruent","up","left",428.163337705288,0
"7",1,7,"Double","Congruent","up","left",409.660561398044,0
"7",1,8,"Spatial","Congruent","up","left",314.930341703693,0
"7",1,9,"None","Incongruent","up","left",657.698570849186,1
"7",1,10,"Center","Incongruent","up","left",322.544655249153,0
"7",1,11,"Double","Incongruent","up","left",444.593095758546,0
"7",1,12,"Spatial","Incongruent","up","left",466.939032048565,0
"7",1,13,"None","Neutral","down","left",504.117323397321,0
"7",1,14,"Center","Neutral","down","left",428.792250448192,0
"7",1,15,"Double","Neutral","down","left",382.417514664161,0
"7",1,16,"Spatial","Neutral","down","left",379.445437865386,0
"7",1,17,"None","Congruent","down","left",457.879060985385,0
"7",1,18,"Center","Congruent","down","left",378.630280347855,0
"7",1,19,"Double","Congruent","down","left",331.146252059988,0
"7",1,20,"Spatial","Congruent","down","left",400.81217353642,0
"7",1,21,"None","Incongruent","down","left",482.437509386254,0
"7",1,22,"Center","Incongruent","down","left",435.280344131323,0
"7",1,23,"Double","Incongruent","down","left",457.656890472948,0
"7",1,24,"Spatial","Incongruent","down","left",410.574899291323,0
"7",1,25,"None","Neutral","up","right",331.210801888747,0
"7",1,26,"Center","Neutral","up","right",358.683663806922,1
"7",1,27,"Double","Neutral","up","right",405.615128005508,0
"7",1,28,"Spatial","Neutral","up","right",401.540705441785,0
"7",1,29,"None","Congruent","up","right",366.459609598516,1
"7",1,30,"Center","Congruent","up","right",347.47221682482,0
"7",1,31,"Double","Congruent","up","right",252.841688140732,0
"7",1,32,"Spatial","Congruent","up","right",389.827429725923,0
"7",1,33,"None","Incongruent","up","right",500.25567642045,1
"7",1,34,"Center","Incongruent","up","right",489.551238191887,0
"7",1,35,"Double","Incongruent","up","right",416.840423160443,1
"7",1,36,"Spatial","Incongruent","up","right",420.691310134945,0
"7",1,37,"None","Neutral","down","right",478.854133205111,0
"7",1,38,"Center","Neutral","down","right",368.291944868209,0
"7",1,39,"Double","Neutral","down","right",417.433027697738,0
"7",1,40,"Spatial","Neutral","down","right",372.698544528267,0
"7",1,41,"None","Congruent","down","right",350.471498686306,0
"7",1,42,"Center","Congruent","down","right",395.471156645696,0
"7",1,43,"Double","Congruent","down","right",250.70089050572,0
"7",1,44,"Spatial","Congruent","down","right",326.078044635194,0
"7",1,45,"None","Incongruent","down","right",472.378312033323,0
"7",1,46,"Center","Incongruent","down","right",493.802103639513,1
"7",1,47,"Double","Incongruent","down","right",459.674184722075,0
"7",1,48,"Spatial","Incongruent","down","right",380.138897656405,0
"7",2,1,"None","Neutral","up","left",422.139819834622,0
"7",2,2,"Center","Neutral","up","left",389.209253013918,0
"7",2,3,"Double","Neutral","up","left",324.34839928506,0
"7",2,4,"Spatial","Neutral","up","left",306.007829763009,0
"7",2,5,"None","Congruent","up","left",367.865319275012,0
"7",2,6,"Center","Congruent","up","left",303.249063176036,0
"7",2,7,"Double","Congruent","up","left",348.77299934448,1
"7",2,8,"Spatial","Congruent","up","left",339.073630727091,0
"7",2,9,"None","Incongruent","up","left",421.592641442052,0
"7",2,10,"Center","Incongruent","up","left",473.39258370977,0
"7",2,11,"Double","Incongruent","up","left",411.608556800927,1
"7",2,12,"Spatial","Incongruent","up","left",425.554117979376,0
"7",2,13,"None","Neutral","down","left",437.127550208427,0
"7",2,14,"Center","Neutral","down","left",361.298263963459,0
"7",2,15,"Double","Neutral","down","left",277.753681198212,0
"7",2,16,"Spatial","Neutral","down","left",260.115934296481,0
"7",2,17,"None","Congruent","down","left",302.967106951042,0
"7",2,18,"Center","Congruent","down","left",448.102362477048,1
"7",2,19,"Double","Congruent","down","left",356.966699832408,0
"7",2,20,"Spatial","Congruent","down","left",436.819865543204,1
"7",2,21,"None","Incongruent","down","left",427.205810123427,0
"7",2,22,"Center","Incongruent","down","left",524.095285414864,0
"7",2,23,"Double","Incongruent","down","left",498.805981802395,0
"7",2,24,"Spatial","Incongruent","down","left",372.125579931701,0
"7",2,25,"None","Neutral","up","right",465.704277221621,0
"7",2,26,"Center","Neutral","up","right",409.069231461645,0
"7",2,27,"Double","Neutral","up","right",367.663804878698,0
"7",2,28,"Spatial","Neutral","up","right",415.349088872564,0
"7",2,29,"None","Congruent","up","right",416.023367837741,0
"7",2,30,"Center","Congruent","up","right",481.386936664935,0
"7",2,31,"Double","Congruent","up","right",315.212990208538,0
"7",2,32,"Spatial","Congruent","up","right",405.615894583689,0
"7",2,33,"None","Incongruent","up","right",473.799624361444,0
"7",2,34,"Center","Incongruent","up","right",467.712475457065,0
"7",2,35,"Double","Incongruent","up","right",441.416275615875,0
"7",2,36,"Spatial","Incongruent","up","right",403.342784685749,0
"7",2,37,"None","Neutral","down","right",425.596130781535,0
"7",2,38,"Center","Neutral","down","right",425.889446565532,0
"7",2,39,"Double","Neutral","down","right",376.571963218488,1
"7",2,40,"Spatial","Neutral","down","right",407.946529106393,0
"7",2,41,"None","Congruent","down","right",435.67474225496,0
"7",2,42,"Center","Congruent","down","right",388.715327317004,0
"7",2,43,"Double","Congruent","down","right",372.325979765757,0
"7",2,44,"Spatial","Congruent","down","right",318.762098297842,0
"7",2,45,"None","Incongruent","down","right",510.395577604996,0
"7",2,46,"Center","Incongruent","down","right",499.646145889456,0
"7",2,47,"Double","Incongruent","down","right",485.692894422566,0
"7",2,48,"Spatial","Incongruent","down","right",459.800279191675,0
"7",3,1,"None","Neutral","up","left",516.637213545984,0
"7",3,2,"Center","Neutral","up","left",397.852101721586,1
"7",3,3,"Double","Neutral","up","left",382.786316729107,0
"7",3,4,"Spatial","Neutral","up","left",417.639432813123,0
"7",3,5,"None","Congruent","up","left",426.796519107724,0
"7",3,6,"Center","Congruent","up","left",329.589062091816,0
"7",3,7,"Double","Congruent","up","left",330.355223817148,0
"7",3,8,"Spatial","Congruent","up","left",307.274268938993,0
"7",3,9,"None","Incongruent","up","left",428.31085857394,1
"7",3,10,"Center","Incongruent","up","left",520.909217659914,0
"7",3,11,"Double","Incongruent","up","left",415.305716735334,0
"7",3,12,"Spatial","Incongruent","up","left",465.948589902109,0
"7",3,13,"None","Neutral","down","left",549.204078164556,0
"7",3,14,"Center","Neutral","down","left",359.83567529226,0
"7",3,15,"Double","Neutral","down","left",393.505427922187,0
"7",3,16,"Spatial","Neutral","down","left",311.235349313279,0
"7",3,17,"None","Congruent","down","left",575.961440357474,0
"7",3,18,"Center","Congruent","down","left",326.054260523906,0
"7",3,19,"Double","Congruent","down","left",433.924566464024,1
"7",3,20,"Spatial","Congruent","down","left",383.480138658952,0
"7",3,21,"None","Incongruent","down","left",546.558315489925,0
"7",3,22,"Center","Incongruent","down","left",501.234061379951,0
"7",3,23,"Double","Incongruent","down","left",475.648752805248,0
"7",3,24,"Spatial","Incongruent","down","left",440.409504073916,0
"7",3,25,"None","Neutral","up","right",385.355414488013,0
"7",3,26,"Center","Neutral","up","right",402.601780315854,0
"7",3,27,"Double","Neutral","up","right",356.264384648913,0
"7",3,28,"Spatial","Neutral","up","right",482.009257251896,0
"7",3,29,"None","Congruent","up","right",466.619672661752,0
"7",3,30,"Center","Congruent","up","right",422.025946412302,0
"7",3,31,"Double","Congruent","up","right",264.01739413256,0
"7",3,32,"Spatial","Congruent","up","right",273.626810896395,1
"7",3,33,"None","Incongruent","up","right",451.166965092743,1
"7",3,34,"Center","Incongruent","up","right",420.646206398521,0
"7",3,35,"Double","Incongruent","up","right",416.599359236203,0
"7",3,36,"Spatial","Incongruent","up","right",442.18204783631,0
"7",3,37,"None","Neutral","down","right",418.13464462219,0
"7",3,38,"Center","Neutral","down","right",365.071098714666,0
"7",3,39,"Double","Neutral","down","right",434.478127961487,1
"7",3,40,"Spatial","Neutral","down","right",234.552939807097,0
"7",3,41,"None","Congruent","down","right",426.335899800227,0
"7",3,42,"Center","Congruent","down","right",423.170143463687,1
"7",3,43,"Double","Congruent","down","right",428.735373072544,0
"7",3,44,"Spatial","Congruent","down","right",329.7073684892,0
"7",3,45,"None","Incongruent","down","right",478.319308377097,0
"7",3,46,"Center","Incongruent","down","right",440.888810779593,0
"7",3,47,"Double","Incongruent","down","right",423.446066351077,0
"7",3,48,"Spatial","Incongruent","down","right",388.769519478404,1
"7",4,1,"None","Neutral","up","left",362.30901617846,0
"7",4,2,"Center","Neutral","up","left",370.170252550889,0
"7",4,3,"Double","Neutral","up","left",386.705806840368,1
"7",4,4,"Spatial","Neutral","up","left",312.139685299045,0
"7",4,5,"None","Congruent","up","left",374.333736253288,0
"7",4,6,"Center","Congruent","up","left",298.468228706988,0
"7",4,7,"Double","Congruent","up","left",355.608805926964,0
"7",4,8,"Spatial","Congruent","up","left",426.131600831781,1
"7",4,9,"None","Incongruent","up","left",472.074984991958,0
"7",4,10,"Center","Incongruent","up","left",418.166957695636,0
"7",4,11,"Double","Incongruent","up","left",584.069356692793,0
"7",4,12,"Spatial","Incongruent","up","left",312.137206180327,0
"7",4,13,"None","Neutral","down","left",437.12639481795,0
"7",4,14,"Center","Neutral","down","left",413.224939946181,0
"7",4,15,"Double","Neutral","down","left",351.068625375754,0
