rt,group,direction,flank,cue,trial,error,subnum,block
678.357989,Control,left,Incongruent,Center,22,0,117,2
614.5214701,Control,left,Incongruent,Double,23,0,117,2
655.5286676,Control,left,Incongruent,Spatial,24,0,117,2
577.8895797,Control,right,Neutral,None,25,0,117,2
502.182449,Control,right,Neutral,Center,26,0,117,2
592.2287265,Control,right,Neutral,Double,27,0,117,2
522.5622077,Control,right,Neutral,Spatial,28,1,117,2
533.9206367,Control,right,Congruent,None,29,0,117,2
518.2788702,Control,right,Congruent,Center,30,1,117,2
511.2021605,Control,right,Congruent,Double,31,0,117,2
463.1572965,Control,right,Congruent,Spatial,32,0,117,2
711.2814882,Control,right,Incongruent,None,33,0,117,2
647.3091406,Control,right,Incongruent,Center,34,0,117,2
754.6345091,Control,right,Incongruent,Double,35,0,117,2
610.7415088,Control,right,Incongruent,Spatial,36,0,117,2
666.3209311,Control,right,Neutral,None,37,0,117,2
602.6112185,Control,right,Neutral,Center,38,0,117,2
539.202115,Control,right,Neutral,Double,39,0,117,2
521.5977059,Control,right,Neutral,Spatial,40,0,117,2
672.9063965,Control,right,Congruent,None,41,0,117,2
558.7288682,Control,right,Congruent,Center,42,0,117,2
517.3560886,Control,right,Congruent,Double,43,0,117,2
539.2839155,Control,right,Congruent,Spatial,44,0,117,2
667.7603753,Control,right,Incongruent,None,45,0,117,2
678.3710677,Control,right,Incongruent,Center,46,0,117,2
679.7700866,Control,right,Incongruent,Double,47,0,117,2
642.017509,Control,right,Incongruent,Spatial,48,0,117,2
596.5240326,Control,left,Neutral,None,1,0,117,3
538.2555624,Control,left,Neutral,Center,2,0,117,3
623.4307868,Control,left,Neutral,Double,3,0,117,3
529.3569235,Control,left,Neutral,Spatial,4,0,117,3
569.3596472,Control,left,Congruent,None,5,0,117,3
542.6194459,Control,left,Congruent,Center,6,0,117,3
527.4230194,Control,left,Congruent,Double,7,0,117,3
483.028559,Control,left,Congruent,Spatial,8,0,117,3
588.7825261,Control,left,Incongruent,None,9,0,117,3
699.8293802,Control,left,Incongruent,Center,10,0,117,3
562.0277435,Control,left,Incongruent,Double,11,0,117,3
615.4193058,Control,left,Incongruent,Spatial,12,1,117,3
513.933094,Control,left,Neutral,None,13,0,117,3
452.6701429,Control,left,Neutral,Center,14,0,117,3
498.7953073,Control,left,Neutral,Double,15,0,117,3
530.7923553,Control,left,Neutral,Spatial,16,0,117,3
657.9291999,Control,left,Congruent,None,17,0,117,3
597.844939,Control,left,Congruent,Center,18,0,117,3
469.9383888,Control,left,Congruent,Double,19,0,117,3
540.8107463,Control,left,Congruent,Spatial,20,0,117,3
674.3397925,Control,left,Incongruent,None,21,0,117,3
664.6628507,Control,left,Incongruent,Center,22,0,117,3
585.697103,Control,left,Incongruent,Double,23,0,117,3
524.8549803,Control,left,Incongruent,Spatial,24,0,117,3
666.4491724,Control,right,Neutral,None,25,0,117,3
558.125679,Control,right,Neutral,Center,26,0,117,3
584.889221,Control,right,Neutral,Double,27,0,117,3
511.1555988,Control,right,Neutral,Spatial,28,1,117,3
587.7305133,Control,right,Congruent,None,29,1,117,3
429.2490881,Control,right,Congruent,Center,30,0,117,3
608.1935725,Control,right,Congruent,Double,31,0,117,3
606.5140011,Control,right,Congruent,Spatial,32,0,117,3
751.7767919,Control,right,Incongruent,None,33,0,117,3
665.1504858,Control,right,Incongruent,Center,34,0,117,3
720.9293529,Control,right,Incongruent,Double,35,0,117,3
628.0837256,Control,right,Incongruent,Spatial,36,0,117,3
620.3610243,Control,right,Neutral,None,37,0,117,3
600.8918308,Control,right,Neutral,Center,38,0,117,3
542.8586551,Control,right,Neutral,Double,39,0,117,3
414.6555493,Control,right,Neutral,Spatial,40,0,117,3
646.3606153,Control,right,Congruent,None,41,0,117,3
596.3758544,Control,right,Congruent,Center,42,0,117,3
599.9549713,Control,right,Congruent,Double,43,0,117,3
428.0659767,Control,right,Congruent,Spatial,44,0,117,3
632.7520358,Control,right,Incongruent,None,45,0,117,3
642.4033715,Control,right,Incongruent,Center,46,0,117,3
738.0542497,Control,right,Incongruent,Double,47,0,117,3
549.8919871,Control,right,Incongruent,Spatial,48,0,117,3
557.9148632,Control,left,Neutral,None,1,0,117,4
668.2871529,Control,left,Neutral,Center,2,0,117,4
545.7827327,Control,left,Neutral,Double,3,0,117,4
512.1710201,Control,left,Neutral,Spatial,4,0,117,4
561.1084667,Control,left,Congruent,None,5,0,117,4
596.7535563,Control,left,Congruent,Center,6,0,117,4
616.6386851,Control,left,Congruent,Double,7,0,117,4
451.2628506,Control,left,Congruent,Spatial,8,1,117,4
677.4446532,Control,left,Incongruent,None,9,0,117,4
690.2421649,Control,left,Incongruent,Center,10,0,117,4
702.1019547,Control,left,Incongruent,Double,11,0,117,4
554.5191278,Control,left,Incongruent,Spatial,12,0,117,4
471.1886421,Control,left,Neutral,None,13,0,117,4
540.452278,Control,left,Neutral,Center,14,0,117,4
561.9351741,Control,left,Neutral,Double,15,0,117,4
550.3183777,Control,left,Neutral,Spatial,16,0,117,4
525.876149,Control,left,Congruent,None,17,1,117,4
522.846491,Control,left,Congruent,Center,18,0,117,4
526.264855,Control,left,Congruent,Double,19,0,117,4
484.3953144,Control,left,Congruent,Spatial,20,0,117,4
724.9027682,Control,left,Incongruent,None,21,0,117,4
584.1665922,Control,left,Incongruent,Center,22,0,117,4
612.4842181,Control,left,Incongruent,Double,23,0,117,4
520.6942535,Control,left,Incongruent,Spatial,24,0,117,4
526.0218042,Control,right,Neutral,None,25,0,117,4
604.0955395,Control,right,Neutral,Center,26,0,117,4
515.4413442,Control,right,Neutral,Double,27,0,117,4
527.0331344,Control,right,Neutral,Spatial,28,0,117,4
548.7622431,Control,right,Congruent,None,29,0,117,4
612.7025929,Control,right,Congruent,Center,30,0,117,4
440.8432781,Control,right,Congruent,Double,31,0,117,4
521.787421,Control,right,Congruent,Spatial,32,0,117,4
644.3737942,Control,right,Incongruent,None,33,0,117,4
683.8285876,Control,right,Incongruent,Center,34,0,117,4
590.1249873,Control,right,Incongruent,Double,35,0,117,4
635.1169492,Control,right,Incongruent,Spatial,36,0,117,4
557.5552648,Control,right,Neutral,None,37,1,117,4
494.0744982,Control,right,Neutral,Center,38,0,117,4
585.1380134,Control,right,Neutral,Double,39,1,117,4
564.0930442,Control,right,Neutral,Spatial,40,0,117,4
619.5169616,Control,right,Congruent,None,41,0,117,4
527.0347055,Control,right,Congruent,Center,42,0,117,4
534.6203185,Control,right,Congruent,Double,43,0,117,4
501.4608435,Control,right,Congruent,Spatial,44,0,117,4
596.3181092,Control,right,Incongruent,None,45,0,117,4
655.3810748,Control,right,Incongruent,Center,46,0,117,4
651.8742256,Control,right,Incongruent,Double,47,1,117,4
546.3106418,Control,right,Incongruent,Spatial,48,0,117,4
542.8844807,Control,left,Neutral,None,1,0,117,5
608.773033,Control,left,Neutral,Center,2,1,117,5
521.2927176,Control,left,Neutral,Double,3,0,117,5
592.2154256,Control,left,Neutral,Spatial,4,0,117,5
583.577318,Control,left,Congruent,None,5,0,117,5
557.6461061,Control,left,Congruent,Center,6,0,117,5
582.751371,Control,left,Congruent,Double,7,0,117,5
556.4638365,Control,left,Congruent,Spatial,8,0,117,5
729.5374301,Control,left,Incongruent,None,9,0,117,5
661.9600186,Control,left,Incongruent,Center,10,0,117,5
678.0254608,Control,left,Incongruent,Double,11,0,117,5
651.997524,Control,left,Incongruent,Spatial,12,0,117,5
617.7382103,Control,left,Neutral,None,13,0,117,5
625.9327523,Control,left,Neutral,Center,14,1,117,5
560.0404397,Control,left,Neutral,Double,15,0,117,5
463.4945709,Control,left,Neutral,Spatial,16,0,117,5
627.9257199,Control,left,Congruent,None,17,0,117,5
475.0943392,Control,left,Congruent,Center,18,1,117,5
570.5615704,Control,left,Congruent,Double,19,1,117,5
449.5434346,Control,left,Congruent,Spatial,20,0,117,5
653.6834778,Control,left,Incongruent,None,21,0,117,5
683.8823879,Control,left,Incongruent,Center,22,0,117,5
607.621864,Control,left,Incongruent,Double,23,0,117,5
507.2811326,Control,left,Incongruent,Spatial,24,1,117,5
594.9584431,Control,right,Neutral,None,25,0,117,5
520.2099808,Control,right,Neutral,Center,26,1,117,5
602.0732973,Control,right,Neutral,Double,27,0,117,5
455.1052645,Control,right,Neutral,Spatial,28,0,117,5
529.8735325,Control,right,Congruent,None,29,0,117,5
512.0297814,Control,right,Congruent,Center,30,0,117,5
616.6989979,Control,right,Congruent,Double,31,0,117,5
553.1822622,Control,right,Congruent,Spatial,32,0,117,5
633.0284767,Control,right,Incongruent,None,33,0,117,5
572.8734831,Control,right,Incongruent,Center,34,0,117,5
664.2577044,Control,right,Incongruent,Double,35,0,117,5
507.2761003,Control,right,Incongruent,Spatial,36,0,117,5
592.5568617,Control,right,Neutral,None,37,1,117,5
516.0678595,Control,right,Neutral,Center,38,0,117,5
525.1167646,Control,right,Neutral,Double,39,0,117,5
529.9294025,Control,right,Neutral,Spatial,40,0,117,5
630.1785469,Control,right,Congruent,None,41,0,117,5
564.3950129,Control,right,Congruent,Center,42,0,117,5
463.8834703,Control,right,Congruent,Double,43,0,117,5
542.1690355,Control,right,Congruent,Spatial,44,0,117,5
651.1177884,Control,right,Incongruent,None,45,0,117,5
705.5140165,Control,right,Incongruent,Center,46,0,117,5
664.3301357,Control,right,Incongruent,Double,47,0,117,5
557.9884036,Control,right,Incongruent,Spatial,48,0,117,5
702.5176434,Control,left,Neutral,None,1,0,117,6
572.5737007,Control,left,Neutral,Center,2,0,117,6
492.881176,Control,left,Neutral,Double,3,0,117,6
507.1793376,Control,left,Neutral,Spatial,4,0,117,6
549.7872514,Control,left,Congruent,None,5,0,117,6
481.7184246,Control,left,Congruent,Center,6,0,117,6
556.4449704,Control,left,Congruent,Double,7,0,117,6
522.3074874,Control,left,Congruent,Spatial,8,0,117,6
710.183267,Control,left,Incongruent,None,9,0,117,6
725.4009942,Control,left,Incongruent,Center,10,0,117,6
666.3936076,Control,left,Incongruent,Double,11,0,117,6
580.349884,Control,left,Incongruent,Spatial,12,0,117,6
604.3431591,Control,left,Neutral,None,13,0,117,6
593.2703354,Control,left,Neutral,Center,14,0,117,6
496.5285156,Control,left,Neutral,Double,15,0,117,6
465.1781882,Control,left,Neutral,Spatial,16,0,117,6
549.1089414,Control,left,Congruent,None,17,0,117,6
596.0345156,Control,left,Congruent,Center,18,0,117,6
579.2922211,Control,left,Congruent,Double,19,0,117,6
428.6841779,Control,left,Congruent,Spatial,20,0,117,6
706.0850384,Control,left,Incongruent,None,21,1,117,6
592.0098355,Control,left,Incongruent,Center,22,0,117,6
653.3018339,Control,left,Incongruent,Double,23,0,117,6
632.6777157,Control,left,Incongruent,Spatial,24,0,117,6
560.7703045,Control,right,Neutral,None,25,0,117,6
578.1846105,Control,right,Neutral,Center,26,0,117,6
529.1109609,Control,right,Neutral,Double,27,0,117,6
570.7290868,Control,right,Neutral,Spatial,28,0,117,6
632.532241,Control,right,Congruent,None,29,0,117,6
579.238533,Control,right,Congruent,Center,30,1,117,6
457.3939423,Control,right,Congruent,Double,31,0,117,6
487.5664967,Control,right,Congruent,Spatial,32,0,117,6
577.5121924,Control,right,Incongruent,None,33,0,117,6
639.3784905,Control,right,Incongruent,Center,34,0,117,6
633.2685636,Control,right,Incongruent,Double,35,0,117,6
561.7397298,Control,right,Incongruent,Spatial,36,0,117,6
582.8519953,Control,right,Neutral,None,37,1,117,6
534.0029219,Control,right,Neutral,Center,38,0,117,6
481.1080443,Control,right,Neutral,Double,39,0,117,6
473.9797279,Control,right,Neutral,Spatial,40,1,117,6
571.1632787,Control,right,Congruent,None,41,1,117,6
565.2370624,Control,right,Congruent,Center,42,0,117,6
616.8500337,Control,right,Congruent,Double,43,1,117,6
479.5362653,Control,right,Congruent,Spatial,44,0,117,6
567.5418703,Control,right,Incongruent,None,45,1,117,6
632.742608,Control,right,Incongruent,Center,46,0,117,6
595.4551499,Control,right,Incongruent,Double,47,0,117,6
605.3398758,Control,right,Incongruent,Spatial,48,0,117,6
596.1005457,Control,left,Neutral,None,1,0,118,1
575.2927112,Control,left,Neutral,Center,2,0,118,1
613.0618712,Control,left,Neutral,Double,3,0,118,1
497.9190182,Control,left,Neutral,Spatial,4,0,118,1
494.0057815,Control,left,Congruent,None,5,0,118,1
516.921828,Control,left,Congruent,Center,6,0,118,1
560.9006047,Control,left,Congruent,Double,7,1,118,1
505.0810791,Control,left,Congruent,Spatial,8,0,118,1
668.1444711,Control,left,Incongruent,None,9,0,118,1
602.6417069,Control,left,Incongruent,Center,10,0,118,1
617.7441803,Control,left,Incongruent,Double,11,0,118,1
609.0871105,Control,left,Incongruent,Spatial,12,1,118,1
718.6476545,Control,left,Neutral,None,13,0,118,1
599.2411459,Control,left,Neutral,Center,14,0,118,1
651.1720459,Control,left,Neutral,Double,15,0,118,1
481.1418127,Control,left,Neutral,Spatial,16,0,118,1
553.7386721,Control,left,Congruent,None,17,0,118,1
544.2382649,Control,left,Congruent,Center,18,0,118,1
590.175899,Control,left,Congruent,Double,19,0,118,1
573.7755213,Control,left,Congruent,Spatial,20,0,118,1
571.2090244,Control,left,Incongruent,None,21,0,118,1
619.7116869,Control,left,Incongruent,Center,22,0,118,1
566.1052835,Control,left,Incongruent,Double,23,0,118,1
636.2906268,Control,left,Incongruent,Spatial,24,0,118,1
687.8215435,Control,right,Neutral,None,25,0,118,1
609.0735149,Control,right,Neutral,Center,26,0,118,1
549.0322462,Control,right,Neutral,Double,27,0,118,1
431.1609163,Control,right,Neutral,Spatial,28,0,118,1
576.9149464,Control,right,Congruent,None,29,0,118,1
479.8257844,Control,right,Congruent,Center,30,0,118,1
618.2649776,Control,right,Congruent,Double,31,1,118,1
447.7674437,Control,right,Congruent,Spatial,32,0,118,1
702.6295949,Control,right,Incongruent,None,33,0,118,1
633.4502965,Control,right,Incongruent,Center,34,0,118,1
574.0042621,Control,right,Incongruent,Double,35,0,118,1
568.3812194,Control,right,Incongruent,Spatial,36,0,118,1
702.9694978,Control,right,Neutral,None,37,0,118,1
635.0141846,Control,right,Neutral,Center,38,0,118,1
457.9671429,Control,right,Neutral,Double,39,0,118,1
446.582118,Control,right,Neutral,Spatial,40,0,118,1
550.6621454,Control,right,Congruent,None,41,0,118,1
603.5599211,Control,right,Congruent,Center,42,0,118,1
522.91669,Control,right,Congruent,Double,43,0,118,1
503.2988534,Control,right,Congruent,Spatial,44,0,118,1
706.9537196,Control,right,Incongruent,None,45,0,118,1
611.3555722,Control,right,Incongruent,Center,46,0,118,1
663.8920684,Control,right,Incongruent,Double,47,0,118,1
597.7056339,Control,right,Incongruent,Spatial,48,0,118,1
594.9480367,Control,left,Neutral,None,1,0,118,2
620.7336961,Control,left,Neutral,Center,2,0,118,2
519.5671503,Control,left,Neutral,Double,3,0,118,2
508.6869522,Control,left,Neutral,Spatial,4,1,118,2
553.8809757,Control,left,Congruent,None,5,1,118,2
529.6086898,Control,left,Congruent,Center,6,0,118,2
469.3593742,Control,left,Congruent,Double,7,0,118,2
522.720513,Control,left,Congruent,Spatial,8,0,118,2
748.3698571,Control,left,Incongruent,None,9,1,118,2
582.9360525,Control,left,Incongruent,Center,10,0,118,2
598.2414277,Control,left,Incongruent,Double,11,0,118,2
577.7138455,Control,left,Incongruent,Spatial,12,0,118,2
509.0262527,Control,left,Neutral,None,13,0,118,2
518.4864416,Control,left,Neutral,Center,14,0,118,2
526.1984476,Control,left,Neutral,Double,15,0,118,2
454.9574198,Control,left,Neutral,Spatial,16,0,118,2
588.9112368,Control,left,Congruent,None,17,1,118,2
591.6495856,Control,left,Congruent,Center,18,0,118,2
556.5783317,Control,left,Congruent,Double,19,1,118,2
495.3563815,Control,left,Congruent,Spatial,20,0,118,2
653.9746339,Control,left,Incongruent,None,21,0,118,2
563.5667513,Control,left,Incongruent,Center,22,0,118,2
619.4910489,Control,left,Incongruent,Double,23,0,118,2
587.313566,Control,left,Incongruent,Spatial,24,0,118,2
618.2990471,Control,right,Neutral,None,25,0,118,2
517.7325377,Control,right,Neutral,Center,26,0,118,2
596.600298,Control,right,Neutral,Double,27,0,118,2
569.8712699,Control,right,Neutral,Spatial,28,0,118,2
603.5813316,Control,right,Congruent,None,29,0,118,2
486.520502,Control,right,Congruent,Center,30,0,118,2
493.1822128,Control,right,Congruent,Double,31,0,118,2
526.1511795,Control,right,Congruent,Spatial,32,1,118,2
692.1024334,Control,right,Incongruent,None,33,0,118,2
667.4808978,Control,right,Incongruent,Center,34,0,118,2
707.6354742,Control,right,Incongruent,Double,35,0,118,2
578.8010878,Control,right,Incongruent,Spatial,36,0,118,2
546.5339395,Control,right,Neutral,None,37,0,118,2
610.5130073,Control,right,Neutral,Center,38,0,118,2
501.1806133,Control,right,Neutral,Double,39,0,118,2
515.9900694,Control,right,Neutral,Spatial,40,0,118,2
626.9100203,Control,right,Congruent,None,41,0,118,2
543.4209939,Control,right,Congruent,Center,42,0,118,2
565.3617103,Control,right,Congruent,Double,43,0,118,2
508.3168709,Control,right,Congruent,Spatial,44,0,118,2
613.6321922,Control,right,Incongruent,None,45,0,118,2
617.1897434,Control,right,Incongruent,Center,46,0,118,2
611.1312331,Control,right,Incongruent,Double,47,1,118,2
616.0272357,Control,right,Incongruent,Spatial,48,0,118,2
657.6658681,Control,left,Neutral,None,1,0,118,3
460.1178898,Control,left,Neutral,Center,2,0,118,3
474.9247535,Control,left,Neutral,Double,3,0,118,3
518.1273537,Control,left,Neutral,Spatial,4,0,118,3
649.0368614,Control,left,Congruent,None,5,1,118,3
515.3930058,Control,left,Congruent,Center,6,0,118,3
544.8252886,Control,left,Congruent,Double,7,0,118,3
518.5790132,Control,left,Congruent,Spatial,8,0,118,3
594.1813346,Control,left,Incongruent,None,9,1,118,3
681.4570596,Control,left,Incongruent,Center,10,0,118,3
561.0902982,Control,left,Incongruent,Double,11,0,118,3
638.9890574,Control,left,Incongruent,Spatial,12,0,118,3
655.8827269,Control,left,Neutral,None,13,0,118,3
488.1132029,Control,left,Neutral,Center,14,0,118,3
483.491773,Control,left,Neutral,Double,15,0,118,3
539.8895459,Control,left,Neutral,Spatial,16,0,118,3
614.9432204,Control,left,Congruent,None,17,0,118,3
544.4930314,Control,left,Congruent,Center,18,0,118,3
504.616249,Control,left,Congruent,Double,19,0,118,3
515.7269586,Control,left,Congruent,Spatial,20,0,118,3
661.023997,Control,left,Incongruent,None,21,0,118,3
652.7422452,Control,left,Incongruent,Center,22,0,118,3
709.9569918,Control,left,Incongruent,Double,23,0,118,3
558.2719396,Control,left,Incongruent,Spatial,24,0,118,3
559.5538492,Control,right,Neutral,None,25,0,118,3
523.8824267,Control,right,Neutral,Center,26,1,118,3
530.6142132,Control,right,Neutral,Double,27,0,118,3
477.8393375,Control,right,Neutral,Spatial,28,1,118,3
617.1409361,Control,right,Congruent,None,29,0,118,3
622.4052818,Control,right,Congruent,Center,30,0,118,3
612.6853332,Control,right,Congruent,Double,31,0,118,3
533.7389446,Control,right,Congruent,Spatial,32,0,118,3
657.5537549,Control,right,Incongruent,None,33,0,118,3
577.8158028,Control,right,Incongruent,Center,34,0,118,3
595.8162038,Control,right,Incongruent,Double,35,0,118,3
520.3349399,Control,right,Incongruent,Spatial,36,0,118,3
596.9756044,Control,right,Neutral,None,37,0,118,3
647.5011273,Control,right,Neutral,Center,38,0,118,3
475.0058937,Control,right,Neutral,Double,39,0,118,3
450.9459058,Control,right,Neutral,Spatial,40,0,118,3
587.8687094,Control,right,Congruent,None,41,0,118,3
531.3909309,Control,right,Congruent,Center,42,0,118,3
516.9718335,Control,right,Congruent,Double,43,0,118,3
459.8001956,Control,right,Congruent,Spatial,44,0,118,3
714.1956436,Control,right,Incongruent,None,45,0,118,3
659.6769977,Control,right,Incongruent,Center,46,0,118,3
568.8047412,Control,right,Incongruent,Double,47,0,118,3
565.2438491,Control,right,Incongruent,Spatial,48,0,118,3
605.5750119,Control,left,Neutral,None,1,0,118,4
590.5282762,Control,left,Neutral,Center,2,0,118,4
472.1746703,Control,left,Neutral,Double,3,0,118,4
595.3907393,Control,left,Neutral,Spatial,4,0,118,4
519.6210264,Control,left,Congruent,None,5,0,118,4
548.4167577,Control,left,Congruent,Center,6,0,118,4
502.0480062,Control,left,Congruent,Double,7,1,118,4
469.2755141,Control,left,Congruent,Spatial,8,0,118,4
633.8054652,Control,left,Incongruent,None,9,0,118,4
620.4582951,Control,left,Incongruent,Center,10,0,118,4
613.791412,Control,left,Incongruent,Double,11,0,118,4
540.0967723,Control,left,Incongruent,Spatial,12,1,118,4
536.7407486,Control,left,Neutral,None,13,0,118,4
542.9779902,Control,left,Neutral,Center,14,0,118,4
443.2091027,Control,left,Neutral,Double,15,1,118,4
552.8198034,Control,left,Neutral,Spatial,16,1,118,4
575.1318855,Control,left,Congruent,None,17,0,118,4
495.6140944,Control,left,Congruent,Center,18,0,118,4
508.4957598,Control,left,Congruent,Double,19,0,118,4
428.7642419,Control,left,Congruent,Spatial,20,0,118,4
581.7319185,Control,left,Incongruent,None,21,0,118,4
675.7727007,Control,left,Incongruent,Center,22,0,118,4
631.1100548,Control,left,Incongruent,Double,23,0,118,4
540.8417407,Control,left,Incongruent,Spatial,24,0,118,4
703.0365239,Control,right,Neutral,None,25,0,118,4
566.972795,Control,right,Neutral,Center,26,0,118,4
598.3193443,Control,right,Neutral,Double,27,0,118,4
572.7401944,Control,right,Neutral,Spatial,28,0,118,4
585.6873117,Control,right,Congruent,None,29,0,118,4
533.4492214,Control,right,Congruent,Center,30,0,118,4
576.1191667,Control,right,Congruent,Double,31,0,118,4
605.897947,Control,right,Congruent,Spatial,32,0,118,4
718.7113617,Control,right,Incongruent,None,33,0,118,4
716.689513,Control,right,Incongruent,Center,34,0,118,4
658.6398092,Control,right,Incongruent,Double,35,0,118,4
678.2461187,Control,right,Incongruent,Spatial,36,0,118,4
533.3111924,Control,right,Neutral,None,37,0,118,4
552.1995729,Control,right,Neutral,Center,38,0,118,4
524.2809693,Control,right,Neutral,Double,39,0,118,4
549.2396315,Control,right,Neutral,Spatial,40,0,118,4
598.6559849,Control,right,Congruent,None,41,0,118,4
569.7114579,Control,right,Congruent,Center,42,0,118,4
615.867363,Control,right,Congruent,Double,43,0,118,4
511.6588024,Control,right,Congruent,Spatial,44,1,118,4
618.4805238,Control,right,Incongruent,None,45,0,118,4
696.8221359,Control,right,Incongruent,Center,46,0,118,4
597.905742,Control,right,Incongruent,Double,47,0,118,4
518.8633523,Control,right,Incongruent,Spatial,48,0,118,4
571.541641,Control,left,Neutral,None,1,0,118,5
502.0729892,Control,left,Neutral,Center,2,0,118,5
586.5841104,Control,left,Neutral,Double,3,0,118,5
488.3173781,Control,left,Neutral,Spatial,4,0,118,5
583.6302652,Control,left,Congruent,None,5,0,118,5
582.5426004,Control,left,Congruent,Center,6,0,118,5
461.2159591,Control,left,Congruent,Double,7,0,118,5
530.3718898,Control,left,Congruent,Spatial,8,0,118,5
681.2376055,Control,left,Incongruent,None,9,0,118,5
650.5731017,Control,left,Incongruent,Center,10,0,118,5
701.8292646,Control,left,Incongruent,Double,11,0,118,5
657.5499021,Control,left,Incongruent,Spatial,12,0,118,5
644.1541667,Control,left,Neutral,None,13,0,118,5
618.935639,Control,left,Neutral,Center,14,0,118,5
612.1161829,Control,left,Neutral,Double,15,0,118,5
472.1728921,Control,left,Neutral,Spatial,16,0,118,5
585.046653,Control,left,Congruent,None,17,0,118,5
600.1456802,Control,left,Congruent,Center,18,0,118,5
573.4046295,Control,left,Congruent,Double,19,0,118,5
494.4419411,Control,left,Congruent,Spatial,20,0,118,5
706.1038124,Control,left,Incongruent,None,21,0,118,5
620.2777144,Control,left,Incongruent,Center,22,0,118,5
601.3552557,Control,left,Incongruent,Double,23,0,118,5
561.6933623,Control,left,Incongruent,Spatial,24,0,118,5
625.4316658,Control,right,Neutral,None,25,1,118,5
543.6656665,Control,right,Neutral,Center,26,0,118,5
579.0269365,Control,right,Neutral,Double,27,0,118,5
523.8890143,Control,right,Neutral,Spatial,28,0,118,5
585.6008517,Control,right,Congruent,None,29,0,118,5
518.9879643,Control,right,Congruent,Center,30,0,118,5
556.3906742,Control,right,Congruent,Double,31,0,118,5
487.8360234,Control,right,Congruent,Spatial,32,0,118,5
586.2740653,Control,right,Incongruent,None,33,0,118,5
683.4463665,Control,right,Incongruent,Center,34,1,118,5
641.0431937,Control,right,Incongruent,Double,35,0,118,5
552.8037635,Control,right,Incongruent,Spatial,36,0,118,5
600.4838221,Control,right,Neutral,None,37,0,118,5
526.793029,Control,right,Neutral,Center,38,0,118,5
601.3149786,Control,right,Neutral,Double,39,0,118,5
486.4481115,Control,right,Neutral,Spatial,40,0,118,5
621.871085,Control,right,Congruent,None,41,1,118,5
571.1378386,Control,right,Congruent,Center,42,0,118,5
544.4401603,Control,right,Congruent,Double,43,0,118,5
575.8956643,Control,right,Congruent,Spatial,44,0,118,5
620.8621037,Control,right,Incongruent,None,45,0,118,5
710.6628801,Control,right,Incongruent,Center,46,1,118,5
638.5680166,Control,right,Incongruent,Double,47,0,118,5
600.7661122,Control,right,Incongruent,Spatial,48,1,118,5
503.407845,Control,left,Neutral,None,1,0,118,6
457.0917108,Control,left,Neutral,Center,2,0,118,6
628.0679215,Control,left,Neutral,Double,3,0,118,6
523.9168795,Control,left,Neutral,Spatial,4,0,118,6
625.0972163,Control,left,Congruent,None,5,0,118,6
581.7704082,Control,left,Congruent,Center,6,0,118,6
560.6483732,Control,left,Congruent,Double,7,0,118,6
438.9461949,Control,left,Congruent,Spatial,8,0,118,6
656.7144238,Control,left,Incongruent,None,9,0,118,6
666.1756186,Control,left,Incongruent,Center,10,0,118,6
714.176257,Control,left,Incongruent,Double,11,0,118,6
509.7190806,Control,left,Incongruent,Spatial,12,0,118,6
477.4562727,Control,left,Neutral,None,13,0,118,6
489.7110288,Control,left,Neutral,Center,14,0,118,6
478.2324012,Control,left,Neutral,Double,15,0,118,6
562.3985765,Control,left,Neutral,Spatial,16,0,118,6
570.0225907,Control,left,Congruent,None,17,0,118,6
469.4593497,Control,left,Congruent,Center,18,0,118,6
554.7125174,Control,left,Congruent,Double,19,0,118,6
533.7964441,Control,left,Congruent,Spatial,20,0,118,6
668.6144862,Control,left,Incongruent,None,21,1,118,6
699.6650061,Control,left,Incongruent,Center,22,0,118,6
687.0045577,Control,left,Incongruent,Double,23,0,118,6
544.7529077,Control,left,Incongruent,Spatial,24,0,118,6
610.164889,Control,right,Neutral,None,25,0,118,6
505.4238411,Control,right,Neutral,Center,26,0,118,6
625.5220193,Control,right,Neutral,Double,27,0,118,6
475.6603757,Control,right,Neutral,Spatial,28,0,118,6
645.7842465,Control,right,Congruent,None,29,0,118,6
542.6920511,Control,right,Congruent,Center,30,1,118,6
506.6819833,Control,right,Congruent,Double,31,0,118,6
508.0842398,Control,right,Congruent,Spatial,32,1,118,6
697.551918,Control,right,Incongruent,None,33,1,118,6
639.2290939,Control,right,Incongruent,Center,34,0,118,6
655.3723621,Control,right,Incongruent,Double,35,0,118,6
567.9184256,Control,right,Incongruent,Spatial,36,0,118,6
627.0123174,Control,right,Neutral,None,37,0,118,6
664.2354372,Control,right,Neutral,Center,38,0,118,6
583.5254397,Control,right,Neutral,Double,39,0,118,6
499.0740041,Control,right,Neutral,Spatial,40,0,118,6
572.3993057,Control,right,Congruent,None,41,0,118,6
614.4184295,Control,right,Congruent,Center,42,1,118,6
574.9186498,Control,right,Congruent,Double,43,0,118,6
525.8429641,Control,right,Congruent,Spatial,44,0,118,6
642.1227788,Control,right,Incongruent,None,45,0,118,6
743.1260294,Control,right,Incongruent,Center,46,0,118,6
662.0142007,Control,right,Incongruent,Double,47,0,118,6
553.2911341,Control,right,Incongruent,Spatial,48,0,118,6
546.2118363,Control,left,Neutral,None,1,0,119,1
